epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,291.562,0.50045,0.28913,0.86872,0.98575,0.98598,0.99224,0.86188,0.63373,0.28084,0.93415,9.91e-05,9.91e-05,9.91e-05
184,293.086,0.48746,0.29228,0.85674,0.98046,0.99065,0.99229,0.86395,0.63599,0.28064,0.93485,9.415e-05,9.415e-05,9.415e-05
185,294.662,0.48745,0.28926,0.85674,0.99524,0.97641,0.99245,0.86214,0.63514,0.27887,0.93396,8.92e-05,8.92e-05,8.92e-05
186,296.227,0.48231,0.29308,0.85973,0.99523,0.97557,0.99254,0.86227,0.63386,0.28025,0.93304,8.425e-05,8.425e-05,8.425e-05
187,297.745,0.4613,0.27782,0.84615,0.98598,0.98596,0.99263,0.86396,0.63376,0.28013,0.93377,7.93e-05,7.93e-05,7.93e-05
188,299.279,0.48403,0.29032,0.85368,0.98068,0.99065,0.99268,0.86448,0.63404,0.28087,0.93461,7.435e-05,7.435e-05,7.435e-05
189,300.828,0.47357,0.28078,0.85373,0.98095,0.99065,0.99263,0.86559,0.63532,0.28221,0.93514,6.94e-05,6.94e-05,6.94e-05
190,302.381,0.48876,0.28824,0.87163,0.98099,0.99065,0.99258,0.86483,0.63339,0.27979,0.93369,6.445e-05,6.445e-05,6.445e-05
191,317.036,0.43164,0.26114,0.85959,0.98106,0.99065,0.99263,0.86333,0.6322,0.27901,0.93259,5.95e-05,5.95e-05,5.95e-05
192,319.02,0.43308,0.2631,0.8404,0.98147,0.99029,0.99258,0.86179,0.63495,0.27578,0.93243,5.455e-05,5.455e-05,5.455e-05
193,320.973,0.42551,0.2547,0.8517,0.9832,0.98598,0.99248,0.85787,0.63815,0.27333,0.93235,4.96e-05,4.96e-05,4.96e-05
194,322.81,0.41144,0.24177,0.83639,0.99033,0.97664,0.99226,0.85591,0.63735,0.27184,0.9303,4.465e-05,4.465e-05,4.465e-05
195,324.496,0.40605,0.24496,0.84003,0.98944,0.98131,0.99212,0.85703,0.63543,0.27259,0.92924,3.97e-05,3.97e-05,3.97e-05
196,326.078,0.40241,0.23902,0.84172,0.98918,0.98131,0.99212,0.85851,0.63451,0.27295,0.93089,3.475e-05,3.475e-05,3.475e-05
197,327.658,0.40954,0.24553,0.84677,0.99059,0.98383,0.99221,0.85976,0.63364,0.27309,0.93291,2.98e-05,2.98e-05,2.98e-05
198,329.272,0.40391,0.24494,0.83594,0.99526,0.98074,0.99232,0.86117,0.63274,0.27315,0.93297,2.485e-05,2.485e-05,2.485e-05
199,330.874,0.42237,0.25007,0.84462,0.99397,0.98598,0.99247,0.86243,0.63051,0.27348,0.93221,1.99e-05,1.99e-05,1.99e-05
200,332.398,0.4174,0.24244,0.85264,0.99426,0.98598,0.99256,0.86134,0.62919,0.27198,0.93207,1.495e-05,1.495e-05,1.495e-05
1,4.793,1.22531,3.91549,1.15979,0.20542,0.50935,0.17254,0.11737,0.72375,3.50566,1.00596,0.09703,3e-05,3e-05
2,7.26782,1.13615,3.7765,1.16411,0.19812,0.45794,0.17334,0.119,0.72579,3.53269,1.00464,0.0930697,6.96535e-05,6.96535e-05
3,9.91621,1.10832,2.98848,1.11107,0.60158,0.6215,0.66345,0.46087,0.75626,3.43427,0.98917,0.0891089,0.000108911,0.000108911
4,12.2382,0.87287,0.97736,0.98727,0.48553,0.41455,0.39468,0.2511,0.93796,2.80569,1.15243,0.0851478,0.000147772,0.000147772
5,14.1467,0.91486,0.77486,1.02472,0.83634,0.69626,0.7464,0.54175,0.83337,1.2966,1.01602,0.0811862,0.000186238,0.000186238
6,15.9079,0.89551,0.76413,1.01087,0.73809,0.5514,0.62939,0.45231,0.99396,1.71832,1.10057,0.0772243,0.000224308,0.000224308
7,17.5578,0.85679,0.64698,0.99158,0.81472,0.50467,0.67317,0.48809,0.90267,1.48568,1.07295,0.073262,0.000261981,0.000261981
8,19.1819,0.83242,0.60213,0.99037,0.8075,0.60766,0.72222,0.55355,0.86776,1.293,1.05209,0.0692993,0.000299258,0.000299258
9,20.8479,0.84466,0.71355,0.99634,0.73838,0.71219,0.75543,0.53358,0.8987,1.12826,1.07712,0.0653361,0.00033614,0.00033614
10,22.4736,0.80129,0.65492,0.99255,0.84866,0.83645,0.89992,0.71701,0.79191,0.80277,1.02853,0.0613726,0.000372625,0.000372625
11,24.144,0.85587,0.60438,0.96821,0.90133,0.86449,0.93926,0.74416,0.77551,0.77111,1.00589,0.0574087,0.000408715,0.000408715
12,25.7816,0.80231,0.56188,0.97948,0.91515,0.8785,0.93688,0.7393,0.78014,0.71383,1.01765,0.0534444,0.000444408,0.000444408
13,27.3528,0.80667,0.55321,0.95603,0.91075,0.85833,0.93292,0.72886,0.74935,0.73954,1.02113,0.0494797,0.000479706,0.000479706
14,28.9098,0.80023,0.54519,0.96181,0.93501,0.87383,0.93078,0.73572,0.75283,0.66423,1.0339,0.0455146,0.000514608,0.000514608
15,30.4592,0.80681,0.51653,0.96841,0.91619,0.91954,0.95438,0.7603,0.71238,0.59016,0.99724,0.0415491,0.000549113,0.000549113
16,32.0579,0.80392,0.51398,0.93659,0.9419,0.91589,0.95441,0.76242,0.75091,0.55136,1.00683,0.0375832,0.000583223,0.000583223
17,33.6357,0.8073,0.50753,0.96891,0.91623,0.93458,0.96028,0.7752,0.7244,0.57531,0.98558,0.0336169,0.000616936,0.000616936
18,35.2294,0.77567,0.518,0.95824,0.96172,0.93911,0.97823,0.79771,0.69489,0.50278,0.97371,0.0296503,0.000650254,0.000650254
19,36.8464,0.80868,0.53946,0.95508,0.93128,0.94992,0.98434,0.79682,0.70356,0.4827,0.98019,0.0256832,0.000683175,0.000683175
